"","id","name","teamID","position","points","pointsHome","pointsAway","price","fantasyPrice"
"447",37724,"Mendoza",2,3,66,46,20,1550000,7000000
"448",8670,"Roro Riquelme",87,3,38,10,28,650000,10000000
"449",18178,"Rodrygo",15,4,37,18,19,7920000,37000000
"450",15396,"Brugué",10,4,30,8,22,260000,8000000
"451",20702,"Ronald Araújo",3,2,70,39,31,1600000,14000000
"452",33970,"Rosier",93,2,69,36,33,1970000,12000000
"453",1673,"Rubén Blanco",289,1,0,0,0,170000,7000000
"454",1602,"Rubén García",93,3,78,54,24,3350000,18000000
"455",23572,"Rubén Sánchez",7,2,24,14,10,300000,7000000
"456",35615,"Rubén Vargas",17,4,69,30,39,2200000,15000000
"457",2253,"Rüdiger",15,2,32,16,16,4170000,15000000
"458",2055,"De Galarreta",1,3,92,58,34,3840000,15000000
"459",2184,"Ryan",10,1,112,52,60,3670000,11000000
"460",39801,"Boselli",8,2,4,2,2,150000,7000000
"461",37456,"Colombatto",779,3,50,24,26,760000,12000000
"462",11677,"Dimitrievski",18,1,22,10,12,1090000,8000000
"463",31018,"Santiago Mouriño",19,2,59,26,33,3000000,11000000
"464",26068,"Samú Costa",465,3,122,52,70,5800000,15000000
"465",17057,"Sancet",1,3,50,29,21,4140000,34000000
"466",15471,"Cazorla",779,3,48,32,16,670000,9000000
"467",9480,"Comesaña",19,3,98,62,36,5300000,18000000
"468",39792,"Satriano",8,4,27,19,8,2140000,11000000
"469",39327,"Selton Sánchez",1,3,8,4,4,150000,7000000
"470",31020,"Sergi Altimira",87,3,48,20,28,920000,12000000
"471",30493,"Sergi Cardona",19,2,46,28,18,1210000,14000000
"472",1769,"Darder",465,3,84,46,38,3830000,19000000
"473",17756,"Camello",70,4,10,2,8,190000,8000000
"474",10574,"Carreira",5,2,94,54,40,3050000,10000000
"475",19299,"Sergio Gómez",13,2,86,40,46,3620000,20000000
"476",18251,"Sergio Herrera",93,1,122,44,78,4990000,15000000
"477",19501,"Simeone",2,5,51,34,17,2970000,18000000
"478",9887,"Sivera",91,1,112,50,62,2530000,13000000
"479",38958,"Amrabat",87,3,44,30,14,1490000,18000000
"480",9966,"Stuani",289,4,39,24,15,380000,12000000
"481",26879,"Swedberg",5,3,62,26,36,1930000,11000000
"482",34613,"Szczęsny",3,1,36,18,18,630000,14000000
"483",16738,"Courtois",15,1,112,50,62,5710000,21000000
"484",39431,"Thiago Fernández",779,4,16,14,2,820000,7000000
"485",35344,"Buchanan",19,3,110,78,32,4880000,11000000
"486",20102,"Kubo",13,3,80,38,42,4430000,26000000
"487",33983,"Asano",465,4,27,25,2,210000,9000000
"488",27715,"Nianzou",17,2,26,18,8,270000,8000000
"489",38854,"Oluwaseyi",19,4,52,31,21,390000,18000000
"490",39835,"Tay Abed",10,4,2,0,2,150000,7000000
"491",26048,"Tchouameni",15,3,104,60,44,10360000,29000000
"492",1852,"Ter Stegen",289,1,8,6,2,1720000,15000000
"493",22690,"Tete Morente",75,4,4,2,2,220000,7000000
"494",35901,"Thiago Almada",2,3,42,34,8,2090000,28000000
"495",39430,"Thiago Borbas",779,4,4,2,2,190000,8000000
"496",13994,"Correia",18,2,28,10,18,310000,10000000
"497",1924,"Thomas",19,3,28,14,14,570000,28000000
"498",11196,"Lemar",289,3,68,42,26,3950000,8000000
"499",34802,"Toni Martínez",91,4,97,41,56,3700000,8000000
"500",31465,"Torrents",3,2,8,6,2,150000,7000000
"501",39388,"Tunde",10,4,22,18,4,150000,7000000
"502",39785,"Raghouber",10,3,8,8,0,820000,7000000
"503",26077,"Sadiq",18,4,35,6,29,2030000,12000000
"504",38144,"Egiluz",1,2,0,0,0,150000,7000000
"505",15455,"Elgezabal",10,2,33,10,23,280000,8000000
"506",31348,"Unai Gómez",1,3,46,20,26,330000,8000000
"507",1969,"Unai López",70,3,49,22,27,640000,10000000
"508",31228,"Unai Marrero",13,1,0,0,0,150000,8000000
"509",10155,"Unai Núñez",18,2,14,6,8,2750000,13000000
"510",17021,"Unai Simón",1,1,100,50,50,2910000,20000000
"511",21145,"Vencedor",10,3,30,6,24,320000,8000000
"512",22699,"Urko Gonzalez",7,3,78,44,34,1810000,9000000
"513",37893,"Urko Izeta",1,4,20,14,6,170000,8000000
"514",40008,"Birmancevic",8,4,2,2,0,330000,8000000
"515",37466,"Krapyvtsov",289,1,0,2,-2,250000,7000000
"516",29631,"Tsygankov",289,4,85,35,50,4180000,22000000
"517",39377,"Valdepeñas",15,2,2,0,2,150000,7000000
"518",38318,"Valentín Gómez",87,2,45,29,16,560000,14000000
"519",25724,"Muriqi",465,4,164,99,65,16020000,19000000
"520",38404,"Vertrouwd",70,2,6,0,6,150000,7000000
"521",17121,"Víctor García",10,2,24,8,16,170000,13000000
"522",37473,"Víctor Muñoz",93,4,158,96,62,7410000,7000000
"523",32374,"Victor Parada",91,2,31,22,9,230000,7000000
"524",39924,"Ville Koski",91,2,0,0,0,220000,8000000
"525",15568,"Vinícius Jr",15,4,147,70,77,19910000,54000000
"526",38369,"Vitor Reis",289,2,87,55,32,4170000,13000000
"527",38959,"Vanat",289,4,80,30,50,3530000,27000000
"528",39925,"Wesley",13,4,0,0,0,480000,9000000
"529",1995,"Iñaki Williams",1,4,42,21,21,3430000,30000000
"530",30628,"Kambwala",19,2,0,0,0,150000,7000000
"531",37720,"Yago Santiago",75,4,10,2,8,150000,7000000
"532",17344,"Yangel Herrera",13,3,18,16,2,1990000,17000000
"533",5771,"Yeray",1,2,0,0,0,210000,13000000
"534",33474,"Yoel Lago",5,2,8,4,4,230000,7000000
"535",1074,"Yuri",1,2,70,34,36,3160000,11000000
"536",37525,"Yusi Enríquez",91,2,50,28,22,440000,7000000
"537",39804,"Zaid Romero",8,2,22,10,12,2040000,7000000
"538",40009,"Luvumbo",465,4,8,8,0,370000,8000000
"539",8376,"Zubeldia",13,2,64,32,32,1080000,13000000
